Day,station,day,speed,direction,gust,avgvect,gustvect
243,SWPAC,244,0.89408,138,6.7056,"(-0.664, 0.598)","(-4.983, 4.487)"
244,SWPAC,245,1.1176,123,4.783328,"(-0.609, 0.937)","(-2.605, 4.012)"
245,SWPAC,246,1.609344,95,8.49376,"(-0.14, 1.603)","(-0.74, 8.461)"
246,SWPAC,247,1.519936,80,5.588,"(0.264, 1.497)","(0.97, 5.503)"
247,SWPAC,248,0.89408,44,4.783328,"(0.643, 0.621)","(3.441, 3.323)"
248,SWPAC,249,0.715264,359,4.291583999999999,"(0.715, -0.012)","(4.291, -0.075)"
249,SWPAC,250,0.804672,358,6.884416,"(0.804, -0.028)","(6.88, -0.24)"
250,SWPAC,251,0.983488,77,6.884416,"(0.221, 0.958)","(1.549, 6.708)"
251,SWPAC,252,1.296416,115,5.588,"(-0.548, 1.175)","(-2.362, 5.064)"
252,SWPAC,253,1.1176,135,7.689088,"(-0.79, 0.79)","(-5.437, 5.437)"
253,SWPAC,254,2.101088,299,10.907775999999998,"(1.019, -1.838)","(5.288, -9.54)"
254,SWPAC,255,2.190496,279,11.712448,"(0.343, -2.164)","(1.832, -11.568)"
255,SWPAC,256,1.6987519999999998,314,7.197344,"(1.18, -1.222)","(5.0, -5.177)"
256,SWPAC,257,0.715264,96,5.096256,"(-0.075, 0.711)","(-0.533, 5.068)"
257,SWPAC,258,1.1176,123,5.096256,"(-0.609, 0.937)","(-2.776, 4.274)"
258,SWPAC,259,1.296416,145,5.588,"(-1.062, 0.744)","(-4.577, 3.205)"
259,SWPAC,260,1.6987519999999998,153,5.9009279999999995,"(-1.514, 0.771)","(-5.258, 2.679)"
260,SWPAC,261,1.78816,162,8.002016,"(-1.701, 0.553)","(-7.61, 2.473)"
261,SWPAC,262,1.609344,215,8.002016,"(-1.318, -0.923)","(-6.555, -4.59)"
262,SWPAC,263,1.385824,146,5.096256,"(-1.149, 0.775)","(-4.225, 2.85)"
263,SWPAC,264,2.01168,288,7.197344,"(0.622, -1.913)","(2.224, -6.845)"
264,SWPAC,265,2.414016,344,9.119615999999999,"(2.321, -0.665)","(8.766, -2.514)"
265,SWPAC,266,1.519936,103,7.5102720000000005,"(-0.342, 1.481)","(-1.689, 7.318)"
266,SWPAC,267,2.101088,163,6.392672,"(-2.009, 0.614)","(-6.113, 1.869)"
