Day,station,day,speed,direction,gust,avgvect,gustvect
176,TPAC,177,3.7104320000000004,289,15.512288000000002,"(1.208, -3.508)","(5.05, -14.667)"
177,TPAC,178,1.519936,321,8.002016,"(1.181, -0.957)","(6.219, -5.036)"
178,TPAC,179,0.804672,226,6.7056,"(-0.559, -0.579)","(-4.658, -4.824)"
179,TPAC,180,2.190496,240,8.806688,"(-1.095, -1.897)","(-4.403, -7.627)"
180,TPAC,181,2.414016,221,9.119615999999999,"(-1.822, -1.584)","(-6.883, -5.983)"
181,TPAC,182,2.503424,258,10.416032,"(-0.52, -2.449)","(-2.166, -10.188)"
182,TPAC,183,0.983488,28,5.588,"(0.868, 0.462)","(4.934, 2.623)"
183,TPAC,184,1.296416,98,7.197344,"(-0.18, 1.284)","(-1.002, 7.127)"
184,TPAC,185,2.101088,200,8.314944,"(-1.974, -0.719)","(-7.813, -2.844)"
185,TPAC,186,3.084576,256,8.314944,"(-0.746, -2.993)","(-2.012, -8.068)"
186,TPAC,187,1.6987519999999998,334,8.314944,"(1.527, -0.745)","(7.473, -3.645)"
187,TPAC,188,1.6987519999999998,106,6.392672,"(-0.468, 1.633)","(-1.762, 6.145)"
188,TPAC,189,1.78816,91,6.392672,"(-0.031, 1.788)","(-0.112, 6.392)"
189,TPAC,190,2.592832,69,7.5102720000000005,"(0.929, 2.421)","(2.691, 7.011)"
190,TPAC,191,0.715264,78,5.9009279999999995,"(0.149, 0.7)","(1.227, 5.772)"
191,TPAC,192,2.592832,237,8.806688,"(-1.412, -2.175)","(-4.796, -7.386)"
192,TPAC,193,2.2799039999999997,311,9.298432,"(1.496, -1.721)","(6.1, -7.018)"
193,TPAC,194,1.922272,299,8.49376,"(0.932, -1.681)","(4.118, -7.429)"
194,TPAC,195,0.804672,325,5.588,"(0.659, -0.462)","(4.577, -3.205)"
195,TPAC,196,0.804672,157,5.319776,"(-0.741, 0.314)","(-4.897, 2.079)"
196,TPAC,197,2.414016,214,13.098272,"(-2.001, -1.35)","(-10.859, -7.324)"
197,TPAC,198,1.609344,277,7.197344,"(0.196, -1.597)","(0.877, -7.144)"
198,TPAC,199,0.581152,296,4.291583999999999,"(0.255, -0.522)","(1.881, -3.857)"
199,TPAC,200,1.296416,229,6.7056,"(-0.851, -0.978)","(-4.399, -5.061)"
200,TPAC,201,3.621024,250,10.684256,"(-1.238, -3.403)","(-3.654, -10.04)"
201,TPAC,202,1.922272,264,7.689088,"(-0.201, -1.912)","(-0.804, -7.647)"
202,TPAC,203,0.89408,246,4.783328,"(-0.364, -0.817)","(-1.946, -4.37)"
203,TPAC,204,2.414016,191,10.684256,"(-2.37, -0.461)","(-10.488, -2.039)"
204,TPAC,205,2.90576,230,8.49376,"(-1.868, -2.226)","(-5.46, -6.507)"
205,TPAC,206,0.491744,329,4.515104,"(0.422, -0.253)","(3.87, -2.325)"
206,TPAC,207,1.1176,209,4.783328,"(-0.977, -0.542)","(-4.184, -2.319)"
207,TPAC,208,1.78816,263,6.884416,"(-0.218, -1.775)","(-0.839, -6.833)"
208,TPAC,209,1.296416,270,7.689088,"(-0.0, -1.296)","(-0.0, -7.689)"
209,TPAC,210,1.1176,310,6.7056,"(0.718, -0.856)","(4.31, -5.137)"
210,TPAC,211,0.312928,237,5.319776,"(-0.17, -0.262)","(-2.897, -4.462)"
211,TPAC,212,1.207008,216,6.7056,"(-0.976, -0.709)","(-5.425, -3.941)"
212,TPAC,213,3.084576,246,10.416032,"(-1.255, -2.818)","(-4.237, -9.516)"
213,TPAC,214,1.385824,235,7.689088,"(-0.795, -1.135)","(-4.41, -6.299)"
214,TPAC,215,3.621024,229,11.220704000000001,"(-2.376, -2.733)","(-7.361, -8.468)"
215,TPAC,216,1.1176,191,6.392672,"(-1.097, -0.213)","(-6.275, -1.22)"
216,TPAC,217,0.402336,195,3.978656,"(-0.389, -0.104)","(-3.843, -1.03)"
